source,technology,region,country,year,metric_type,value
Energy Institute,Solar,North America,US,2017,Primary energy consumption (EJ),0.747841954
Energy Institute,Solar,North America,Canada,2017,Primary energy consumption (EJ),0.034238718
Energy Institute,Solar,North America,Mexico,2017,Primary energy consumption (EJ),0.011367494
Energy Institute,Solar,North America,Mexico,2018,Primary energy consumption (EJ),0.030590311
Energy Institute,Solar,North America,US,2018,Primary energy consumption (EJ),0.898248434
Energy Institute,Solar,North America,Canada,2018,Primary energy consumption (EJ),0.036164686
Energy Institute,Solar,North America,Mexico,2019,Primary energy consumption (EJ),0.094556421
Energy Institute,Solar,North America,Canada,2019,Primary energy consumption (EJ),0.038715247
Energy Institute,Solar,North America,US,2019,Primary energy consumption (EJ),1.024616838
Energy Institute,Solar,North America,Canada,2020,Primary energy consumption (EJ),0.040469695
Energy Institute,Solar,North America,Mexico,2020,Primary energy consumption (EJ),0.149720103
Energy Institute,Solar,North America,US,2020,Primary energy consumption (EJ),1.248404145
Energy Institute,Solar,North America,Mexico,2021,Primary energy consumption (EJ),0.190236792
Energy Institute,Solar,North America,Canada,2021,Primary energy consumption (EJ),0.056938879
Energy Institute,Solar,North America,US,2021,Primary energy consumption (EJ),1.564506412
Energy Institute,Solar,North America,Mexico,2022,Primary energy consumption (EJ),0.190923989
Energy Institute,Solar,North America,US,2022,Primary energy consumption (EJ),1.944249392
Energy Institute,Solar,North America,Canada,2022,Primary energy consumption (EJ),0.06617175
Energy Institute,Solar,North America,Canada,2023,Primary energy consumption (EJ),0.071461074
Energy Institute,Solar,North America,Mexico,2023,Primary energy consumption (EJ),0.253833294
Energy Institute,Solar,North America,US,2023,Primary energy consumption (EJ),2.249291897
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2000,Primary energy consumption (EJ),1.32E-06
Energy Institute,Solar,S. & Cent. America,Peru,2000,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Other South America,2000,Primary energy consumption (EJ),1.67542E-07
Energy Institute,Solar,S. & Cent. America,Central America,2000,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Argentina,2000,Primary energy consumption (EJ),3.83226E-07
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2000,Primary energy consumption (EJ),5.65258E-06
Energy Institute,Solar,S. & Cent. America,Colombia,2000,Primary energy consumption (EJ),1.9534E-05
Energy Institute,Solar,S. & Cent. America,Venezuela,2000,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Brazil,2000,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Ecuador,2000,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Chile,2000,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Venezuela,2001,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Central America,2001,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Other South America,2001,Primary energy consumption (EJ),1.66454E-07
Energy Institute,Solar,S. & Cent. America,Colombia,2001,Primary energy consumption (EJ),2.82248E-05
Energy Institute,Solar,S. & Cent. America,Peru,2001,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Chile,2001,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2001,Primary energy consumption (EJ),1.09885E-05
Energy Institute,Solar,S. & Cent. America,Brazil,2001,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2001,Primary energy consumption (EJ),3.42664E-06
Energy Institute,Solar,S. & Cent. America,Argentina,2001,Primary energy consumption (EJ),4.5477E-07
Energy Institute,Solar,S. & Cent. America,Ecuador,2001,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Argentina,2002,Primary energy consumption (EJ),4.93867E-07
Energy Institute,Solar,S. & Cent. America,Peru,2002,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2002,Primary energy consumption (EJ),1.43852E-05
Energy Institute,Solar,S. & Cent. America,Chile,2002,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Colombia,2002,Primary energy consumption (EJ),4.88744E-05
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2002,Primary energy consumption (EJ),3.57265E-06
Energy Institute,Solar,S. & Cent. America,Brazil,2002,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Other South America,2002,Primary energy consumption (EJ),1.6538E-07
Energy Institute,Solar,S. & Cent. America,Ecuador,2002,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Venezuela,2002,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Central America,2002,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Other South America,2003,Primary energy consumption (EJ),2.55383E-07
Energy Institute,Solar,S. & Cent. America,Ecuador,2003,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2003,Primary energy consumption (EJ),3.54975E-06
Energy Institute,Solar,S. & Cent. America,Colombia,2003,Primary energy consumption (EJ),6.68711E-05
Energy Institute,Solar,S. & Cent. America,Peru,2003,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Central America,2003,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Chile,2003,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Venezuela,2003,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Brazil,2003,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2003,Primary energy consumption (EJ),1.98577E-05
Energy Institute,Solar,S. & Cent. America,Argentina,2003,Primary energy consumption (EJ),6.78629E-07
Energy Institute,Solar,S. & Cent. America,Venezuela,2004,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2004,Primary energy consumption (EJ),4.72015E-06
Energy Institute,Solar,S. & Cent. America,Ecuador,2004,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Chile,2004,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Peru,2004,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Other South America,2004,Primary energy consumption (EJ),2.53757E-07
Energy Institute,Solar,S. & Cent. America,Central America,2004,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2004,Primary energy consumption (EJ),2.67544E-05
Energy Institute,Solar,S. & Cent. America,Colombia,2004,Primary energy consumption (EJ),8.24908E-05
Energy Institute,Solar,S. & Cent. America,Brazil,2004,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Argentina,2004,Primary energy consumption (EJ),7.26176E-07
Energy Institute,Solar,S. & Cent. America,Ecuador,2005,Primary energy consumption (EJ),1.27719E-07
Energy Institute,Solar,S. & Cent. America,Central America,2005,Primary energy consumption (EJ),5.6117E-06
Energy Institute,Solar,S. & Cent. America,Chile,2005,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2005,Primary energy consumption (EJ),2.82756E-05
Energy Institute,Solar,S. & Cent. America,Colombia,2005,Primary energy consumption (EJ),9.82509E-05
Energy Institute,Solar,S. & Cent. America,Other South America,2005,Primary energy consumption (EJ),2.67018E-07
Energy Institute,Solar,S. & Cent. America,Peru,2005,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Argentina,2005,Primary energy consumption (EJ),8.34971E-07
Energy Institute,Solar,S. & Cent. America,Brazil,2005,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Venezuela,2005,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2005,Primary energy consumption (EJ),5.57841E-05
Energy Institute,Solar,S. & Cent. America,Venezuela,2006,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Chile,2006,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Central America,2006,Primary energy consumption (EJ),6.63433E-06
Energy Institute,Solar,S. & Cent. America,Colombia,2006,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2006,Primary energy consumption (EJ),4.87033E-05
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2006,Primary energy consumption (EJ),3.16523E-05
Energy Institute,Solar,S. & Cent. America,Other South America,2006,Primary energy consumption (EJ),3.74088E-07
Energy Institute,Solar,S. & Cent. America,Peru,2006,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Brazil,2006,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Ecuador,2006,Primary energy consumption (EJ),1.52371E-07
Energy Institute,Solar,S. & Cent. America,Argentina,2006,Primary energy consumption (EJ),9.21911E-07
Energy Institute,Solar,S. & Cent. America,Other South America,2007,Primary energy consumption (EJ),3.79761E-07
Energy Institute,Solar,S. & Cent. America,Brazil,2007,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Central America,2007,Primary energy consumption (EJ),6.69448E-06
Energy Institute,Solar,S. & Cent. America,Chile,2007,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Peru,2007,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Argentina,2007,Primary energy consumption (EJ),1.10854E-06
Energy Institute,Solar,S. & Cent. America,Venezuela,2007,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2007,Primary energy consumption (EJ),7.28075E-05
Energy Institute,Solar,S. & Cent. America,Colombia,2007,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2007,Primary energy consumption (EJ),3.34394E-05
Energy Institute,Solar,S. & Cent. America,Ecuador,2007,Primary energy consumption (EJ),1.84879E-07
Energy Institute,Solar,S. & Cent. America,Central America,2008,Primary energy consumption (EJ),6.68368E-06
Energy Institute,Solar,S. & Cent. America,Other South America,2008,Primary energy consumption (EJ),9.97247E-07
Energy Institute,Solar,S. & Cent. America,Brazil,2008,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Colombia,2008,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2008,Primary energy consumption (EJ),0.000109765
Energy Institute,Solar,S. & Cent. America,Ecuador,2008,Primary energy consumption (EJ),2.69971E-07
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2008,Primary energy consumption (EJ),3.57507E-05
Energy Institute,Solar,S. & Cent. America,Venezuela,2008,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Chile,2008,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Peru,2008,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Argentina,2008,Primary energy consumption (EJ),1.4537E-06
Energy Institute,Solar,S. & Cent. America,Ecuador,2009,Primary energy consumption (EJ),7.92096E-08
Energy Institute,Solar,S. & Cent. America,Chile,2009,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Argentina,2009,Primary energy consumption (EJ),7.64931E-07
Energy Institute,Solar,S. & Cent. America,Central America,2009,Primary energy consumption (EJ),7.38288E-06
Energy Institute,Solar,S. & Cent. America,Other South America,2009,Primary energy consumption (EJ),1.29691E-06
Energy Institute,Solar,S. & Cent. America,Peru,2009,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Colombia,2009,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2009,Primary energy consumption (EJ),3.96018E-05
Energy Institute,Solar,S. & Cent. America,Brazil,2009,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2009,Primary energy consumption (EJ),0.000201972
Energy Institute,Solar,S. & Cent. America,Venezuela,2009,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2010,Primary energy consumption (EJ),4.40451E-05
Energy Institute,Solar,S. & Cent. America,Ecuador,2010,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Venezuela,2010,Primary energy consumption (EJ),2.45805E-05
Energy Institute,Solar,S. & Cent. America,Peru,2010,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Colombia,2010,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2010,Primary energy consumption (EJ),0.000460833
Energy Institute,Solar,S. & Cent. America,Other South America,2010,Primary energy consumption (EJ),8.84472E-05
Energy Institute,Solar,S. & Cent. America,Central America,2010,Primary energy consumption (EJ),1.01529E-05
Energy Institute,Solar,S. & Cent. America,Argentina,2010,Primary energy consumption (EJ),8.5822E-07
Energy Institute,Solar,S. & Cent. America,Brazil,2010,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Chile,2010,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Brazil,2011,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2011,Primary energy consumption (EJ),4.37765E-05
Energy Institute,Solar,S. & Cent. America,Chile,2011,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Peru,2011,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Ecuador,2011,Primary energy consumption (EJ),5.77199E-07
Energy Institute,Solar,S. & Cent. America,Central America,2011,Primary energy consumption (EJ),2.74404E-05
Energy Institute,Solar,S. & Cent. America,Venezuela,2011,Primary energy consumption (EJ),2.95948E-05
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2011,Primary energy consumption (EJ),0.000865469
Energy Institute,Solar,S. & Cent. America,Colombia,2011,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Argentina,2011,Primary energy consumption (EJ),1.60289E-05
Energy Institute,Solar,S. & Cent. America,Other South America,2011,Primary energy consumption (EJ),0.000352648
Energy Institute,Solar,S. & Cent. America,Chile,2012,Primary energy consumption (EJ),3.35998E-06
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2012,Primary energy consumption (EJ),6.14764E-05
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2012,Primary energy consumption (EJ),0.002005813
Energy Institute,Solar,S. & Cent. America,Brazil,2012,Primary energy consumption (EJ),1.59428E-05
Energy Institute,Solar,S. & Cent. America,Peru,2012,Primary energy consumption (EJ),0.000589297
Energy Institute,Solar,S. & Cent. America,Argentina,2012,Primary energy consumption (EJ),8.06751E-05
Energy Institute,Solar,S. & Cent. America,Central America,2012,Primary energy consumption (EJ),3.65149E-05
Energy Institute,Solar,S. & Cent. America,Ecuador,2012,Primary energy consumption (EJ),3.21458E-06
Energy Institute,Solar,S. & Cent. America,Colombia,2012,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Other South America,2012,Primary energy consumption (EJ),0.000533689
Energy Institute,Solar,S. & Cent. America,Venezuela,2012,Primary energy consumption (EJ),5.15265E-05
Energy Institute,Solar,S. & Cent. America,Colombia,2013,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Other South America,2013,Primary energy consumption (EJ),0.000456782
Energy Institute,Solar,S. & Cent. America,Chile,2013,Primary energy consumption (EJ),6.6292E-05
Energy Institute,Solar,S. & Cent. America,Brazil,2013,Primary energy consumption (EJ),4.70324E-05
Energy Institute,Solar,S. & Cent. America,Argentina,2013,Primary energy consumption (EJ),0.000147899
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2013,Primary energy consumption (EJ),0.002420359
Energy Institute,Solar,S. & Cent. America,Peru,2013,Primary energy consumption (EJ),0.001931885
Energy Institute,Solar,S. & Cent. America,Central America,2013,Primary energy consumption (EJ),7.96491E-05
Energy Institute,Solar,S. & Cent. America,Venezuela,2013,Primary energy consumption (EJ),5.25897E-05
Energy Institute,Solar,S. & Cent. America,Ecuador,2013,Primary energy consumption (EJ),3.59455E-05
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2013,Primary energy consumption (EJ),6.1106E-05
Energy Institute,Solar,S. & Cent. America,Colombia,2014,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Other South America,2014,Primary energy consumption (EJ),0.000577101
Energy Institute,Solar,S. & Cent. America,Central America,2014,Primary energy consumption (EJ),0.000264239
Energy Institute,Solar,S. & Cent. America,Ecuador,2014,Primary energy consumption (EJ),0.000160752
Energy Institute,Solar,S. & Cent. America,Peru,2014,Primary energy consumption (EJ),0.001943724
Energy Institute,Solar,S. & Cent. America,Venezuela,2014,Primary energy consumption (EJ),5.46008E-05
Energy Institute,Solar,S. & Cent. America,Chile,2014,Primary energy consumption (EJ),0.004473714
Energy Institute,Solar,S. & Cent. America,Brazil,2014,Primary energy consumption (EJ),0.000156842
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2014,Primary energy consumption (EJ),0.003128801
Energy Institute,Solar,S. & Cent. America,Argentina,2014,Primary energy consumption (EJ),0.000155498
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2014,Primary energy consumption (EJ),6.07401E-05
Energy Institute,Solar,S. & Cent. America,Venezuela,2015,Primary energy consumption (EJ),5.49302E-05
Energy Institute,Solar,S. & Cent. America,Ecuador,2015,Primary energy consumption (EJ),0.000349571
Energy Institute,Solar,S. & Cent. America,Peru,2015,Primary energy consumption (EJ),0.002232257
Energy Institute,Solar,S. & Cent. America,Central America,2015,Primary energy consumption (EJ),0.006004649
Energy Institute,Solar,S. & Cent. America,Argentina,2015,Primary energy consumption (EJ),0.000142347
Energy Institute,Solar,S. & Cent. America,Other South America,2015,Primary energy consumption (EJ),0.00117048
Energy Institute,Solar,S. & Cent. America,Chile,2015,Primary energy consumption (EJ),0.013185765
Energy Institute,Solar,S. & Cent. America,Brazil,2015,Primary energy consumption (EJ),0.000571187
Energy Institute,Solar,S. & Cent. America,Colombia,2015,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2015,Primary energy consumption (EJ),6.03786E-05
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2015,Primary energy consumption (EJ),0.004149238
Energy Institute,Solar,S. & Cent. America,Other South America,2016,Primary energy consumption (EJ),0.002143491
Energy Institute,Solar,S. & Cent. America,Peru,2016,Primary energy consumption (EJ),0.002322598
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2016,Primary energy consumption (EJ),6.00213E-05
Energy Institute,Solar,S. & Cent. America,Venezuela,2016,Primary energy consumption (EJ),5.47786E-05
Energy Institute,Solar,S. & Cent. America,Argentina,2016,Primary energy consumption (EJ),0.000137554
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2016,Primary energy consumption (EJ),0.005101642
Energy Institute,Solar,S. & Cent. America,Central America,2016,Primary energy consumption (EJ),0.011656785
Energy Institute,Solar,S. & Cent. America,Chile,2016,Primary energy consumption (EJ),0.024577746
Energy Institute,Solar,S. & Cent. America,Brazil,2016,Primary energy consumption (EJ),0.000821685
Energy Institute,Solar,S. & Cent. America,Colombia,2016,Primary energy consumption (EJ),
Energy Institute,Solar,S. & Cent. America,Ecuador,2016,Primary energy consumption (EJ),0.000373493
Energy Institute,Solar,S. & Cent. America,Venezuela,2017,Primary energy consumption (EJ),4.69547E-05
Energy Institute,Solar,S. & Cent. America,Central America,2017,Primary energy consumption (EJ),0.014390426
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2017,Primary energy consumption (EJ),5.96683E-05
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2017,Primary energy consumption (EJ),0.006565847
Energy Institute,Solar,S. & Cent. America,Chile,2017,Primary energy consumption (EJ),0.037325699
Energy Institute,Solar,S. & Cent. America,Argentina,2017,Primary energy consumption (EJ),0.000157285
Energy Institute,Solar,S. & Cent. America,Brazil,2017,Primary energy consumption (EJ),0.007969309
Energy Institute,Solar,S. & Cent. America,Colombia,2017,Primary energy consumption (EJ),4.79032E-05
Energy Institute,Solar,S. & Cent. America,Other South America,2017,Primary energy consumption (EJ),0.003281389
Energy Institute,Solar,S. & Cent. America,Ecuador,2017,Primary energy consumption (EJ),0.000359083
Energy Institute,Solar,S. & Cent. America,Peru,2017,Primary energy consumption (EJ),0.003158959
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2018,Primary energy consumption (EJ),0.007690538
Energy Institute,Solar,S. & Cent. America,Peru,2018,Primary energy consumption (EJ),0.007588263
Energy Institute,Solar,S. & Cent. America,Ecuador,2018,Primary energy consumption (EJ),0.000362691
Energy Institute,Solar,S. & Cent. America,Colombia,2018,Primary energy consumption (EJ),0.000114295
Energy Institute,Solar,S. & Cent. America,Argentina,2018,Primary energy consumption (EJ),0.001029897
Energy Institute,Solar,S. & Cent. America,Chile,2018,Primary energy consumption (EJ),0.048753861
Energy Institute,Solar,S. & Cent. America,Brazil,2018,Primary energy consumption (EJ),0.032968845
Energy Institute,Solar,S. & Cent. America,Other South America,2018,Primary energy consumption (EJ),0.005834973
Energy Institute,Solar,S. & Cent. America,Central America,2018,Primary energy consumption (EJ),0.017622451
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2018,Primary energy consumption (EJ),5.93193E-05
Energy Institute,Solar,S. & Cent. America,Venezuela,2018,Primary energy consumption (EJ),3.34314E-06
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2019,Primary energy consumption (EJ),5.91006E-05
Energy Institute,Solar,S. & Cent. America,Colombia,2019,Primary energy consumption (EJ),0.001253183
Energy Institute,Solar,S. & Cent. America,Chile,2019,Primary energy consumption (EJ),0.059786003
Energy Institute,Solar,S. & Cent. America,Peru,2019,Primary energy consumption (EJ),0.007903805
Energy Institute,Solar,S. & Cent. America,Venezuela,2019,Primary energy consumption (EJ),1.24407E-05
Energy Institute,Solar,S. & Cent. America,Ecuador,2019,Primary energy consumption (EJ),0.000360601
Energy Institute,Solar,S. & Cent. America,Other South America,2019,Primary energy consumption (EJ),0.006503317
Energy Institute,Solar,S. & Cent. America,Central America,2019,Primary energy consumption (EJ),0.021635327
Energy Institute,Solar,S. & Cent. America,Argentina,2019,Primary energy consumption (EJ),0.007588734
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2019,Primary energy consumption (EJ),0.012008727
Energy Institute,Solar,S. & Cent. America,Brazil,2019,Primary energy consumption (EJ),0.063148633
Energy Institute,Solar,S. & Cent. America,Ecuador,2020,Primary energy consumption (EJ),0.000357007
Energy Institute,Solar,S. & Cent. America,Other South America,2020,Primary energy consumption (EJ),0.007486689
Energy Institute,Solar,S. & Cent. America,Colombia,2020,Primary energy consumption (EJ),0.001803946
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2020,Primary energy consumption (EJ),5.88835E-05
Energy Institute,Solar,S. & Cent. America,Brazil,2020,Primary energy consumption (EJ),0.10162171
Energy Institute,Solar,S. & Cent. America,Central America,2020,Primary energy consumption (EJ),0.025105963
Energy Institute,Solar,S. & Cent. America,Peru,2020,Primary energy consumption (EJ),0.008089391
Energy Institute,Solar,S. & Cent. America,Chile,2020,Primary energy consumption (EJ),0.071995616
Energy Institute,Solar,S. & Cent. America,Venezuela,2020,Primary energy consumption (EJ),1.2395E-05
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2020,Primary energy consumption (EJ),0.0148788
Energy Institute,Solar,S. & Cent. America,Argentina,2020,Primary energy consumption (EJ),0.012710422
Energy Institute,Solar,S. & Cent. America,Colombia,2021,Primary energy consumption (EJ),0.003042766
Energy Institute,Solar,S. & Cent. America,Central America,2021,Primary energy consumption (EJ),0.029410771
Energy Institute,Solar,S. & Cent. America,Peru,2021,Primary energy consumption (EJ),0.008363109
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2021,Primary energy consumption (EJ),5.8668E-05
Energy Institute,Solar,S. & Cent. America,Ecuador,2021,Primary energy consumption (EJ),0.000347317
Energy Institute,Solar,S. & Cent. America,Venezuela,2021,Primary energy consumption (EJ),1.07247E-05
Energy Institute,Solar,S. & Cent. America,Chile,2021,Primary energy consumption (EJ),0.101267271
Energy Institute,Solar,S. & Cent. America,Other South America,2021,Primary energy consumption (EJ),0.008650933
Energy Institute,Solar,S. & Cent. America,Argentina,2021,Primary energy consumption (EJ),0.020748753
Energy Institute,Solar,S. & Cent. America,Brazil,2021,Primary energy consumption (EJ),0.157807112
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2021,Primary energy consumption (EJ),0.017832223
Energy Institute,Solar,S. & Cent. America,Chile,2022,Primary energy consumption (EJ),0.147483706
Energy Institute,Solar,S. & Cent. America,Ecuador,2022,Primary energy consumption (EJ),0.000361349
Energy Institute,Solar,S. & Cent. America,Colombia,2022,Primary energy consumption (EJ),0.004717152
Energy Institute,Solar,S. & Cent. America,Brazil,2022,Primary energy consumption (EJ),0.282757491
Energy Institute,Solar,S. & Cent. America,Argentina,2022,Primary energy consumption (EJ),0.027594656
Energy Institute,Solar,S. & Cent. America,Peru,2022,Primary energy consumption (EJ),0.008533114
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2022,Primary energy consumption (EJ),0.02215695
Energy Institute,Solar,S. & Cent. America,Central America,2022,Primary energy consumption (EJ),0.029744852
Energy Institute,Solar,S. & Cent. America,Venezuela,2022,Primary energy consumption (EJ),1.06856E-05
Energy Institute,Solar,S. & Cent. America,Other South America,2022,Primary energy consumption (EJ),0.008843586
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2022,Primary energy consumption (EJ),5.8454E-05
Energy Institute,Solar,S. & Cent. America,Brazil,2023,Primary energy consumption (EJ),0.481439143
Energy Institute,Solar,S. & Cent. America,Other South America,2023,Primary energy consumption (EJ),0.008974353
Energy Institute,Solar,S. & Cent. America,Argentina,2023,Primary energy consumption (EJ),0.030603824
Energy Institute,Solar,S. & Cent. America,Other Caribbean,2023,Primary energy consumption (EJ),0.028487184
Energy Institute,Solar,S. & Cent. America,Trinidad & Tobago,2023,Primary energy consumption (EJ),5.82417E-05
Energy Institute,Solar,S. & Cent. America,Ecuador,2023,Primary energy consumption (EJ),0.000358446
Energy Institute,Solar,S. & Cent. America,Peru,2023,Primary energy consumption (EJ),0.009905082
Energy Institute,Solar,S. & Cent. America,Colombia,2023,Primary energy consumption (EJ),0.011220403
Energy Institute,Solar,S. & Cent. America,Central America,2023,Primary energy consumption (EJ),0.031045897
Energy Institute,Solar,S. & Cent. America,Chile,2023,Primary energy consumption (EJ),0.169990271
Energy Institute,Solar,S. & Cent. America,Venezuela,2023,Primary energy consumption (EJ),1.22273E-05
Energy Institute,Solar,World,,2000,Primary energy consumption (EJ),0.011263977
Energy Institute,Solar,World,,2001,Primary energy consumption (EJ),0.015041022
Energy Institute,Solar,World,,2002,Primary energy consumption (EJ),0.018885378
Energy Institute,Solar,World,,2003,Primary energy consumption (EJ),0.023522189
Energy Institute,Solar,World,,2004,Primary energy consumption (EJ),0.030797506
Energy Institute,Solar,World,,2005,Primary energy consumption (EJ),0.043122454
Energy Institute,Solar,World,,2006,Primary energy consumption (EJ),0.058964469
Energy Institute,Solar,World,,2007,Primary energy consumption (EJ),0.079475979
Energy Institute,Solar,World,,2008,Primary energy consumption (EJ),0.128301858
Energy Institute,Solar,World,,2009,Primary energy consumption (EJ),0.211750207
Energy Institute,Solar,World,,2010,Primary energy consumption (EJ),0.338732481
Energy Institute,Solar,World,,2011,Primary energy consumption (EJ),0.652513938
Energy Institute,Solar,World,,2012,Primary energy consumption (EJ),1.002055015
Energy Institute,Solar,World,,2013,Primary energy consumption (EJ),1.360048298
Energy Institute,Solar,World,,2014,Primary energy consumption (EJ),1.924167415
Energy Institute,Solar,World,,2015,Primary energy consumption (EJ),2.48192273
Energy Institute,Solar,World,,2016,Primary energy consumption (EJ),3.164851744
Energy Institute,Solar,World,,2017,Primary energy consumption (EJ),4.266353213
Energy Institute,Solar,World,,2018,Primary energy consumption (EJ),5.473850541
