source,technology,region,country,year,metric_type,value
Energy Institute,Hydropower,Middle East,Kuwait,2021,Primary energy consumption (EJ),
Energy Institute,Hydropower,Middle East,United Arab Emirates,2021,Primary energy consumption (EJ),
Energy Institute,Hydropower,Middle East,Qatar,2021,Primary energy consumption (EJ),
Energy Institute,Hydropower,Middle East,Iran,2021,Primary energy consumption (EJ),0.130250856
Energy Institute,Hydropower,Middle East,Israel,2021,Primary energy consumption (EJ),0.000224162
Energy Institute,Hydropower,Middle East,Qatar,2022,Primary energy consumption (EJ),
Energy Institute,Hydropower,Middle East,United Arab Emirates,2022,Primary energy consumption (EJ),
Energy Institute,Hydropower,Middle East,Iran,2022,Primary energy consumption (EJ),0.131437138
Energy Institute,Hydropower,Middle East,Other Middle East,2022,Primary energy consumption (EJ),0.013826053
Energy Institute,Hydropower,Middle East,Kuwait,2022,Primary energy consumption (EJ),
Energy Institute,Hydropower,Middle East,Oman,2022,Primary energy consumption (EJ),
Energy Institute,Hydropower,Middle East,Israel,2022,Primary energy consumption (EJ),0.000220372
Energy Institute,Hydropower,Middle East,Saudi Arabia,2022,Primary energy consumption (EJ),
Energy Institute,Hydropower,Middle East,Iraq,2022,Primary energy consumption (EJ),0.024878222
Energy Institute,Hydropower,Middle East,Other Middle East,2023,Primary energy consumption (EJ),0.014178947
Energy Institute,Hydropower,Middle East,Saudi Arabia,2023,Primary energy consumption (EJ),
Energy Institute,Hydropower,Middle East,Oman,2023,Primary energy consumption (EJ),
Energy Institute,Hydropower,Middle East,United Arab Emirates,2023,Primary energy consumption (EJ),
Energy Institute,Hydropower,Middle East,Israel,2023,Primary energy consumption (EJ),0.00021737
Energy Institute,Hydropower,Middle East,Qatar,2023,Primary energy consumption (EJ),
Energy Institute,Hydropower,Middle East,Kuwait,2023,Primary energy consumption (EJ),
Energy Institute,Hydropower,Middle East,Iran,2023,Primary energy consumption (EJ),0.211841404
Energy Institute,Hydropower,Middle East,Iraq,2023,Primary energy consumption (EJ),0.031681351
Energy Institute,Hydropower,North America,Canada,2000,Primary energy consumption (EJ),3.797768593
Energy Institute,Hydropower,North America,Mexico,2000,Primary energy consumption (EJ),0.352087438
Energy Institute,Hydropower,North America,US,2000,Primary energy consumption (EJ),2.903588533
Energy Institute,Hydropower,North America,US,2001,Primary energy consumption (EJ),2.223505974
Energy Institute,Hydropower,North America,Canada,2001,Primary energy consumption (EJ),3.506178617
Energy Institute,Hydropower,North America,Mexico,2001,Primary energy consumption (EJ),0.300733089
Energy Institute,Hydropower,North America,US,2002,Primary energy consumption (EJ),2.712774515
Energy Institute,Hydropower,North America,Mexico,2002,Primary energy consumption (EJ),0.261240721
Energy Institute,Hydropower,North America,Canada,2002,Primary energy consumption (EJ),3.67010951
Energy Institute,Hydropower,North America,Canada,2003,Primary energy consumption (EJ),3.50944519
Energy Institute,Hydropower,North America,Mexico,2003,Primary energy consumption (EJ),0.207265884
Energy Institute,Hydropower,North America,US,2003,Primary energy consumption (EJ),2.818617582
Energy Institute,Hydropower,North America,Canada,2004,Primary energy consumption (EJ),3.510526657
Energy Institute,Hydropower,North America,Mexico,2004,Primary energy consumption (EJ),0.261178583
Energy Institute,Hydropower,North America,US,2004,Primary energy consumption (EJ),2.723727942
Energy Institute,Hydropower,North America,Canada,2005,Primary energy consumption (EJ),3.731144428
Energy Institute,Hydropower,North America,US,2005,Primary energy consumption (EJ),2.746414185
Energy Institute,Hydropower,North America,Mexico,2005,Primary energy consumption (EJ),0.285636961
Energy Institute,Hydropower,North America,Canada,2006,Primary energy consumption (EJ),3.614785671
Energy Institute,Hydropower,North America,Mexico,2006,Primary energy consumption (EJ),0.311877161
Energy Institute,Hydropower,North America,US,2006,Primary energy consumption (EJ),2.924957752
Energy Institute,Hydropower,North America,US,2007,Primary energy consumption (EJ),2.474051237
Energy Institute,Hydropower,North America,Mexico,2007,Primary energy consumption (EJ),0.278302461
Energy Institute,Hydropower,North America,Canada,2007,Primary energy consumption (EJ),3.742178917
Energy Institute,Hydropower,North America,Mexico,2008,Primary energy consumption (EJ),0.39679727
Energy Institute,Hydropower,North America,US,2008,Primary energy consumption (EJ),2.539713383
Energy Institute,Hydropower,North America,Canada,2008,Primary energy consumption (EJ),3.818744898
Energy Institute,Hydropower,North America,Canada,2009,Primary energy consumption (EJ),3.706696033
Energy Institute,Hydropower,North America,Mexico,2009,Primary energy consumption (EJ),0.268656731
Energy Institute,Hydropower,North America,US,2009,Primary energy consumption (EJ),2.729929447
Energy Institute,Hydropower,North America,US,2010,Primary energy consumption (EJ),2.570710182
Energy Institute,Hydropower,North America,Canada,2010,Primary energy consumption (EJ),3.511066437
Energy Institute,Hydropower,North America,Mexico,2010,Primary energy consumption (EJ),0.371665567
Energy Institute,Hydropower,North America,Canada,2011,Primary energy consumption (EJ),3.731371164
Energy Institute,Hydropower,North America,US,2011,Primary energy consumption (EJ),3.139192343
Energy Institute,Hydropower,North America,Mexico,2011,Primary energy consumption (EJ),0.360171258
Energy Institute,Hydropower,North America,Canada,2012,Primary energy consumption (EJ),3.75360465
Energy Institute,Hydropower,North America,US,2012,Primary energy consumption (EJ),2.704941511
Energy Institute,Hydropower,North America,Mexico,2012,Primary energy consumption (EJ),0.314439684
Energy Institute,Hydropower,North America,US,2013,Primary energy consumption (EJ),2.615254879
Energy Institute,Hydropower,North America,Mexico,2013,Primary energy consumption (EJ),0.274311304
Energy Institute,Hydropower,North America,Canada,2013,Primary energy consumption (EJ),3.84403801
Energy Institute,Hydropower,North America,Mexico,2014,Primary energy consumption (EJ),0.379301816
Energy Institute,Hydropower,North America,Canada,2014,Primary energy consumption (EJ),3.730441332
Energy Institute,Hydropower,North America,US,2014,Primary energy consumption (EJ),2.494272232
Energy Institute,Hydropower,North America,Canada,2015,Primary energy consumption (EJ),3.705249071
Energy Institute,Hydropower,North America,Mexico,2015,Primary energy consumption (EJ),0.299483538
Energy Institute,Hydropower,North America,US,2015,Primary energy consumption (EJ),2.389289141
Energy Institute,Hydropower,North America,Canada,2016,Primary energy consumption (EJ),3.714541435
Energy Institute,Hydropower,North America,Mexico,2016,Primary energy consumption (EJ),0.289420933
Energy Institute,Hydropower,North America,US,2016,Primary energy consumption (EJ),2.541978836
Energy Institute,Hydropower,North America,US,2017,Primary energy consumption (EJ),2.843597174
Energy Institute,Hydropower,North America,Canada,2017,Primary energy consumption (EJ),3.780401707
Energy Institute,Hydropower,North America,Mexico,2017,Primary energy consumption (EJ),0.295828849
Energy Institute,Hydropower,North America,Mexico,2018,Primary energy consumption (EJ),0.307017386
Energy Institute,Hydropower,North America,US,2018,Primary energy consumption (EJ),2.757515907
Energy Institute,Hydropower,North America,Canada,2018,Primary energy consumption (EJ),3.675492525
Energy Institute,Hydropower,North America,Mexico,2019,Primary energy consumption (EJ),0.223975271
Energy Institute,Hydropower,North America,Canada,2019,Primary energy consumption (EJ),3.622809649
Energy Institute,Hydropower,North America,US,2019,Primary energy consumption (EJ),2.708945513
Energy Institute,Hydropower,North America,Canada,2020,Primary energy consumption (EJ),3.654641867
Energy Institute,Hydropower,North America,Mexico,2020,Primary energy consumption (EJ),0.253545195
Energy Institute,Hydropower,North America,US,2020,Primary energy consumption (EJ),2.673588037
Energy Institute,Hydropower,North America,Mexico,2021,Primary energy consumption (EJ),0.327036917
Energy Institute,Hydropower,North America,Canada,2021,Primary energy consumption (EJ),3.602499247
Energy Institute,Hydropower,North America,US,2021,Primary energy consumption (EJ),2.345238686
Energy Institute,Hydropower,North America,Mexico,2022,Primary energy consumption (EJ),0.333744168
Energy Institute,Hydropower,North America,US,2022,Primary energy consumption (EJ),2.358374357
Energy Institute,Hydropower,North America,Canada,2022,Primary energy consumption (EJ),3.732923985
Energy Institute,Hydropower,North America,Canada,2023,Primary energy consumption (EJ),3.405813694
Energy Institute,Hydropower,North America,Mexico,2023,Primary energy consumption (EJ),0.190766945
Energy Institute,Hydropower,North America,US,2023,Primary energy consumption (EJ),2.209978104
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2000,Primary energy consumption (EJ),0.016507393
Energy Institute,Hydropower,S. & Cent. America,Peru,2000,Primary energy consumption (EJ),0.172197193
Energy Institute,Hydropower,S. & Cent. America,Other South America,2000,Primary energy consumption (EJ),0.679675989
Energy Institute,Hydropower,S. & Cent. America,Central America,2000,Primary energy consumption (EJ),0.163567804
Energy Institute,Hydropower,S. & Cent. America,Argentina,2000,Primary energy consumption (EJ),0.304188043
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2000,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Colombia,2000,Primary energy consumption (EJ),0.328038275
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2000,Primary energy consumption (EJ),0.669431627
Energy Institute,Hydropower,S. & Cent. America,Brazil,2000,Primary energy consumption (EJ),3.24042201
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2000,Primary energy consumption (EJ),0.081022784
Energy Institute,Hydropower,S. & Cent. America,Chile,2000,Primary energy consumption (EJ),0.203120321
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2001,Primary energy consumption (EJ),0.639226258
Energy Institute,Hydropower,S. & Cent. America,Central America,2001,Primary energy consumption (EJ),0.145013923
Energy Institute,Hydropower,S. & Cent. America,Other South America,2001,Primary energy consumption (EJ),0.61603948
Energy Institute,Hydropower,S. & Cent. America,Colombia,2001,Primary energy consumption (EJ),0.334548146
Energy Institute,Hydropower,S. & Cent. America,Peru,2001,Primary energy consumption (EJ),0.186294779
Energy Institute,Hydropower,S. & Cent. America,Chile,2001,Primary energy consumption (EJ),0.229288474
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2001,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Brazil,2001,Primary energy consumption (EJ),2.833066463
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2001,Primary energy consumption (EJ),0.014526907
Energy Institute,Hydropower,S. & Cent. America,Argentina,2001,Primary energy consumption (EJ),0.386873275
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2001,Primary energy consumption (EJ),0.074779481
Energy Institute,Hydropower,S. & Cent. America,Argentina,2002,Primary energy consumption (EJ),0.375957012
Energy Institute,Hydropower,S. & Cent. America,Peru,2002,Primary energy consumption (EJ),0.189561844
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2002,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Chile,2002,Primary energy consumption (EJ),0.243644461
Energy Institute,Hydropower,S. & Cent. America,Colombia,2002,Primary energy consumption (EJ),0.356929511
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2002,Primary energy consumption (EJ),0.018154776
Energy Institute,Hydropower,S. & Cent. America,Brazil,2002,Primary energy consumption (EJ),3.00620079
Energy Institute,Hydropower,S. & Cent. America,Other South America,2002,Primary energy consumption (EJ),0.647061141
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2002,Primary energy consumption (EJ),0.079063408
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2002,Primary energy consumption (EJ),0.625571609
Energy Institute,Hydropower,S. & Cent. America,Central America,2002,Primary energy consumption (EJ),0.151960453
Energy Institute,Hydropower,S. & Cent. America,Other South America,2003,Primary energy consumption (EJ),0.666428499
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2003,Primary energy consumption (EJ),0.074966758
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2003,Primary energy consumption (EJ),0.022951966
Energy Institute,Hydropower,S. & Cent. America,Colombia,2003,Primary energy consumption (EJ),0.377697349
Energy Institute,Hydropower,S. & Cent. America,Peru,2003,Primary energy consumption (EJ),0.193500102
Energy Institute,Hydropower,S. & Cent. America,Central America,2003,Primary energy consumption (EJ),0.15756587
Energy Institute,Hydropower,S. & Cent. America,Chile,2003,Primary energy consumption (EJ),0.235985413
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2003,Primary energy consumption (EJ),0.631981134
Energy Institute,Hydropower,S. & Cent. America,Brazil,2003,Primary energy consumption (EJ),3.190767527
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2003,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Argentina,2003,Primary energy consumption (EJ),0.352893114
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2004,Primary energy consumption (EJ),0.726954341
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2004,Primary energy consumption (EJ),0.023758362
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2004,Primary energy consumption (EJ),0.076888576
Energy Institute,Hydropower,S. & Cent. America,Chile,2004,Primary energy consumption (EJ),0.21753481
Energy Institute,Hydropower,S. & Cent. America,Peru,2004,Primary energy consumption (EJ),0.181806535
Energy Institute,Hydropower,S. & Cent. America,Other South America,2004,Primary energy consumption (EJ),0.626403318
Energy Institute,Hydropower,S. & Cent. America,Central America,2004,Primary energy consumption (EJ),0.16635179
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2004,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Colombia,2004,Primary energy consumption (EJ),0.397634
Energy Institute,Hydropower,S. & Cent. America,Brazil,2004,Primary energy consumption (EJ),3.327930212
Energy Institute,Hydropower,S. & Cent. America,Argentina,2004,Primary energy consumption (EJ),0.316015363
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2005,Primary energy consumption (EJ),0.070948236
Energy Institute,Hydropower,S. & Cent. America,Central America,2005,Primary energy consumption (EJ),0.176950944
Energy Institute,Hydropower,S. & Cent. America,Chile,2005,Primary energy consumption (EJ),0.263639659
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2005,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Colombia,2005,Primary energy consumption (EJ),0.404300243
Energy Institute,Hydropower,S. & Cent. America,Other South America,2005,Primary energy consumption (EJ),0.629209801
Energy Institute,Hydropower,S. & Cent. America,Peru,2005,Primary energy consumption (EJ),0.185312107
Energy Institute,Hydropower,S. & Cent. America,Argentina,2005,Primary energy consumption (EJ),0.35270983
Energy Institute,Hydropower,S. & Cent. America,Brazil,2005,Primary energy consumption (EJ),3.478601933
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2005,Primary energy consumption (EJ),0.794650435
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2005,Primary energy consumption (EJ),0.026840292
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2006,Primary energy consumption (EJ),0.833954036
Energy Institute,Hydropower,S. & Cent. America,Chile,2006,Primary energy consumption (EJ),0.289019644
Energy Institute,Hydropower,S. & Cent. America,Central America,2006,Primary energy consumption (EJ),0.184232694
Energy Institute,Hydropower,S. & Cent. America,Colombia,2006,Primary energy consumption (EJ),0.435939938
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2006,Primary energy consumption (EJ),0.025782572
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2006,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Other South America,2006,Primary energy consumption (EJ),0.625161371
Energy Institute,Hydropower,S. & Cent. America,Peru,2006,Primary energy consumption (EJ),0.200713366
Energy Institute,Hydropower,S. & Cent. America,Brazil,2006,Primary energy consumption (EJ),3.572973728
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2006,Primary energy consumption (EJ),0.073030658
Energy Institute,Hydropower,S. & Cent. America,Argentina,2006,Primary energy consumption (EJ),0.389407218
Energy Institute,Hydropower,S. & Cent. America,Other South America,2007,Primary energy consumption (EJ),0.669023775
Energy Institute,Hydropower,S. & Cent. America,Brazil,2007,Primary energy consumption (EJ),3.807262897
Energy Institute,Hydropower,S. & Cent. America,Central America,2007,Primary energy consumption (EJ),0.182532122
Energy Institute,Hydropower,S. & Cent. America,Chile,2007,Primary energy consumption (EJ),0.227356255
Energy Institute,Hydropower,S. & Cent. America,Peru,2007,Primary energy consumption (EJ),0.198995754
Energy Institute,Hydropower,S. & Cent. America,Argentina,2007,Primary energy consumption (EJ),0.317803502
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2007,Primary energy consumption (EJ),0.845243514
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2007,Primary energy consumption (EJ),0.023891947
Energy Institute,Hydropower,S. & Cent. America,Colombia,2007,Primary energy consumption (EJ),0.450358391
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2007,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2007,Primary energy consumption (EJ),0.091998227
Energy Institute,Hydropower,S. & Cent. America,Central America,2008,Primary energy consumption (EJ),0.202967474
Energy Institute,Hydropower,S. & Cent. America,Other South America,2008,Primary energy consumption (EJ),0.648773166
Energy Institute,Hydropower,S. & Cent. America,Brazil,2008,Primary energy consumption (EJ),3.738509893
Energy Institute,Hydropower,S. & Cent. America,Colombia,2008,Primary energy consumption (EJ),0.466973156
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2008,Primary energy consumption (EJ),0.021090515
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2008,Primary energy consumption (EJ),0.11424572
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2008,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2008,Primary energy consumption (EJ),0.877205849
Energy Institute,Hydropower,S. & Cent. America,Chile,2008,Primary energy consumption (EJ),0.245481417
Energy Institute,Hydropower,S. & Cent. America,Peru,2008,Primary energy consumption (EJ),0.192810893
Energy Institute,Hydropower,S. & Cent. America,Argentina,2008,Primary energy consumption (EJ),0.315622658
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2009,Primary energy consumption (EJ),0.092750065
Energy Institute,Hydropower,S. & Cent. America,Chile,2009,Primary energy consumption (EJ),0.253146827
Energy Institute,Hydropower,S. & Cent. America,Argentina,2009,Primary energy consumption (EJ),0.348043054
Energy Institute,Hydropower,S. & Cent. America,Central America,2009,Primary energy consumption (EJ),0.189476194
Energy Institute,Hydropower,S. & Cent. America,Other South America,2009,Primary energy consumption (EJ),0.643493569
Energy Institute,Hydropower,S. & Cent. America,Peru,2009,Primary energy consumption (EJ),0.200108096
Energy Institute,Hydropower,S. & Cent. America,Colombia,2009,Primary energy consumption (EJ),0.410569221
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2009,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Brazil,2009,Primary energy consumption (EJ),3.930901527
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2009,Primary energy consumption (EJ),0.022114897
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2009,Primary energy consumption (EJ),0.863007605
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2010,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2010,Primary energy consumption (EJ),0.086295642
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2010,Primary energy consumption (EJ),0.765990973
Energy Institute,Hydropower,S. & Cent. America,Peru,2010,Primary energy consumption (EJ),0.200362265
Energy Institute,Hydropower,S. & Cent. America,Colombia,2010,Primary energy consumption (EJ),0.405253559
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2010,Primary energy consumption (EJ),0.020657575
Energy Institute,Hydropower,S. & Cent. America,Other South America,2010,Primary energy consumption (EJ),0.662637566
Energy Institute,Hydropower,S. & Cent. America,Central America,2010,Primary energy consumption (EJ),0.212787842
Energy Institute,Hydropower,S. & Cent. America,Argentina,2010,Primary energy consumption (EJ),0.333335012
Energy Institute,Hydropower,S. & Cent. America,Brazil,2010,Primary energy consumption (EJ),4.029705524
Energy Institute,Hydropower,S. & Cent. America,Chile,2010,Primary energy consumption (EJ),0.217422485
Energy Institute,Hydropower,S. & Cent. America,Brazil,2011,Primary energy consumption (EJ),4.2538414
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2011,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Chile,2011,Primary energy consumption (EJ),0.20368807
Energy Institute,Hydropower,S. & Cent. America,Peru,2011,Primary energy consumption (EJ),0.214088917
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2011,Primary energy consumption (EJ),0.11056444
Energy Institute,Hydropower,S. & Cent. America,Central America,2011,Primary energy consumption (EJ),0.208273653
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2011,Primary energy consumption (EJ),0.825822473
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2011,Primary energy consumption (EJ),0.021293752
Energy Institute,Hydropower,S. & Cent. America,Colombia,2011,Primary energy consumption (EJ),0.480940878
Energy Institute,Hydropower,S. & Cent. America,Argentina,2011,Primary energy consumption (EJ),0.309722275
Energy Institute,Hydropower,S. & Cent. America,Other South America,2011,Primary energy consumption (EJ),0.674871212
Energy Institute,Hydropower,S. & Cent. America,Chile,2012,Primary energy consumption (EJ),0.199018687
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2012,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2012,Primary energy consumption (EJ),0.023502344
Energy Institute,Hydropower,S. & Cent. America,Brazil,2012,Primary energy consumption (EJ),4.099829197
Energy Institute,Hydropower,S. & Cent. America,Peru,2012,Primary energy consumption (EJ),0.217476174
Energy Institute,Hydropower,S. & Cent. America,Argentina,2012,Primary energy consumption (EJ),0.287880838
Energy Institute,Hydropower,S. & Cent. America,Central America,2012,Primary energy consumption (EJ),0.221466586
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2012,Primary energy consumption (EJ),0.120798171
Energy Institute,Hydropower,S. & Cent. America,Colombia,2012,Primary energy consumption (EJ),0.469677508
Energy Institute,Hydropower,S. & Cent. America,Other South America,2012,Primary energy consumption (EJ),0.684837251
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2012,Primary energy consumption (EJ),0.806808889
Energy Institute,Hydropower,S. & Cent. America,Colombia,2013,Primary energy consumption (EJ),0.43526569
Energy Institute,Hydropower,S. & Cent. America,Other South America,2013,Primary energy consumption (EJ),0.711623257
Energy Institute,Hydropower,S. & Cent. America,Chile,2013,Primary energy consumption (EJ),0.195319682
Energy Institute,Hydropower,S. & Cent. America,Brazil,2013,Primary energy consumption (EJ),3.836219788
Energy Institute,Hydropower,S. & Cent. America,Argentina,2013,Primary energy consumption (EJ),0.321536511
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2013,Primary energy consumption (EJ),0.024064469
Energy Institute,Hydropower,S. & Cent. America,Peru,2013,Primary energy consumption (EJ),0.218988851
Energy Institute,Hydropower,S. & Cent. America,Central America,2013,Primary energy consumption (EJ),0.214701124
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2013,Primary energy consumption (EJ),0.799598157
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2013,Primary energy consumption (EJ),0.108307473
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2013,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Colombia,2014,Primary energy consumption (EJ),0.43635729
Energy Institute,Hydropower,S. & Cent. America,Other South America,2014,Primary energy consumption (EJ),0.665468694
Energy Institute,Hydropower,S. & Cent. America,Central America,2014,Primary energy consumption (EJ),0.210314763
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2014,Primary energy consumption (EJ),0.111746021
Energy Institute,Hydropower,S. & Cent. America,Peru,2014,Primary energy consumption (EJ),0.216615468
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2014,Primary energy consumption (EJ),0.783768475
Energy Institute,Hydropower,S. & Cent. America,Chile,2014,Primary energy consumption (EJ),0.224752933
Energy Institute,Hydropower,S. & Cent. America,Brazil,2014,Primary energy consumption (EJ),3.642058849
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2014,Primary energy consumption (EJ),0.017310118
Energy Institute,Hydropower,S. & Cent. America,Argentina,2014,Primary energy consumption (EJ),0.316152006
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2014,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2015,Primary energy consumption (EJ),0.72453928
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2015,Primary energy consumption (EJ),0.12696442
Energy Institute,Hydropower,S. & Cent. America,Peru,2015,Primary energy consumption (EJ),0.229638979
Energy Institute,Hydropower,S. & Cent. America,Central America,2015,Primary energy consumption (EJ),0.218217266
Energy Institute,Hydropower,S. & Cent. America,Argentina,2015,Primary energy consumption (EJ),0.313502073
Energy Institute,Hydropower,S. & Cent. America,Other South America,2015,Primary energy consumption (EJ),0.653750407
Energy Institute,Hydropower,S. & Cent. America,Chile,2015,Primary energy consumption (EJ),0.229003429
Energy Institute,Hydropower,S. & Cent. America,Brazil,2015,Primary energy consumption (EJ),3.487598658
Energy Institute,Hydropower,S. & Cent. America,Colombia,2015,Primary energy consumption (EJ),0.43317765
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2015,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2015,Primary energy consumption (EJ),0.013210944
Energy Institute,Hydropower,S. & Cent. America,Other South America,2016,Primary energy consumption (EJ),0.718511464
Energy Institute,Hydropower,S. & Cent. America,Peru,2016,Primary energy consumption (EJ),0.232606724
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2016,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2016,Primary energy consumption (EJ),0.606749475
Energy Institute,Hydropower,S. & Cent. America,Argentina,2016,Primary energy consumption (EJ),0.286737591
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2016,Primary energy consumption (EJ),0.018447624
Energy Institute,Hydropower,S. & Cent. America,Central America,2016,Primary energy consumption (EJ),0.219526263
Energy Institute,Hydropower,S. & Cent. America,Chile,2016,Primary energy consumption (EJ),0.189766139
Energy Institute,Hydropower,S. & Cent. America,Brazil,2016,Primary energy consumption (EJ),3.670966387
Energy Institute,Hydropower,S. & Cent. America,Colombia,2016,Primary energy consumption (EJ),0.450910926
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2016,Primary energy consumption (EJ),0.152596042
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2017,Primary energy consumption (EJ),0.670985103
Energy Institute,Hydropower,S. & Cent. America,Central America,2017,Primary energy consumption (EJ),0.259764677
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2017,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2017,Primary energy consumption (EJ),0.025883403
Energy Institute,Hydropower,S. & Cent. America,Chile,2017,Primary energy consumption (EJ),0.204314262
Energy Institute,Hydropower,S. & Cent. America,Argentina,2017,Primary energy consumption (EJ),0.302693635
Energy Institute,Hydropower,S. & Cent. America,Brazil,2017,Primary energy consumption (EJ),3.553523064
Energy Institute,Hydropower,S. & Cent. America,Colombia,2017,Primary energy consumption (EJ),0.549236596
Energy Institute,Hydropower,S. & Cent. America,Other South America,2017,Primary energy consumption (EJ),0.67955954
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2017,Primary energy consumption (EJ),0.192461848
Energy Institute,Hydropower,S. & Cent. America,Peru,2017,Primary energy consumption (EJ),0.278552592
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2018,Primary energy consumption (EJ),0.023189915
Energy Institute,Hydropower,S. & Cent. America,Peru,2018,Primary energy consumption (EJ),0.292761981
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2018,Primary energy consumption (EJ),0.196950063
Energy Institute,Hydropower,S. & Cent. America,Colombia,2018,Primary energy consumption (EJ),0.539581418
