source,group_technology,technology,project_type,region,country,period,year,metric_type,value_category,country_value,regional_value
IRENA,Wind,Onshore wind,,,Philippines,2010-2015,2013,Capacity factor (%),Weighted average,28.55866435,
IRENA,Wind,Onshore wind,,,Philippines,2010-2015,2014,Capacity factor (%),Weighted average,29.5260072,
IRENA,Wind,Onshore wind,,,Philippines,2010-2015,2015,Capacity factor (%),Weighted average,27.70564087,
IRENA,Wind,Onshore wind,,,Philippines,2016-2023,2016,Capacity factor (%),Weighted average,27,
IRENA,Wind,Onshore wind,,,Philippines,2016-2023,2017,Capacity factor (%),Weighted average,35,
IRENA,Wind,Onshore wind,,,Philippines,2016-2023,2019,Capacity factor (%),Weighted average,33,
IRENA,Wind,Onshore wind,,,Philippines,2016-2023,2023,Capacity factor (%),Weighted average,35,
IRENA,Wind,Onshore wind,,,Poland,2010-2015,2010,Capacity factor (%),Weighted average,22.14848396,
IRENA,Wind,Onshore wind,,,Poland,2010-2015,2011,Capacity factor (%),Weighted average,22.31785,
IRENA,Wind,Onshore wind,,,Poland,2010-2015,2012,Capacity factor (%),Weighted average,23,
IRENA,Wind,Onshore wind,,,Poland,2010-2015,2013,Capacity factor (%),Weighted average,20.30163322,
IRENA,Wind,Onshore wind,,,Poland,2010-2015,2014,Capacity factor (%),Weighted average,24.08352457,
IRENA,Wind,Onshore wind,,,Poland,2010-2015,2015,Capacity factor (%),Weighted average,26.77595989,
IRENA,Wind,Onshore wind,,,Poland,2016-2023,2016,Capacity factor (%),Weighted average,28.44256835,
IRENA,Wind,Onshore wind,,,Poland,2016-2023,2017,Capacity factor (%),Weighted average,28.44667484,
IRENA,Wind,Onshore wind,,,Poland,2016-2023,2020,Capacity factor (%),Weighted average,38.23709515,
IRENA,Wind,Onshore wind,,,Poland,2016-2023,2021,Capacity factor (%),Weighted average,35.92868799,
IRENA,Wind,Onshore wind,,,Poland,2016-2023,2022,Capacity factor (%),Weighted average,30.13391159,
IRENA,Wind,Onshore wind,,,Poland,2016-2023,2023,Capacity factor (%),Weighted average,34.24528849,
IRENA,Wind,Onshore wind,,,Portugal,2010-2015,2010,Capacity factor (%),Weighted average,27,
IRENA,Wind,Onshore wind,,,Portugal,2010-2015,2011,Capacity factor (%),Weighted average,23,
IRENA,Wind,Onshore wind,,,Portugal,2010-2015,2012,Capacity factor (%),Weighted average,27,
IRENA,Wind,Onshore wind,,,Portugal,2010-2015,2013,Capacity factor (%),Weighted average,23,
IRENA,Wind,Onshore wind,,,Portugal,2010-2015,2014,Capacity factor (%),Weighted average,28,
IRENA,Wind,Onshore wind,,,Portugal,2010-2015,2015,Capacity factor (%),Weighted average,28,
IRENA,Wind,Onshore wind,,,Portugal,2016-2023,2016,Capacity factor (%),Weighted average,-10.97613333,
IRENA,Wind,Onshore wind,,,Portugal,2016-2023,2018,Capacity factor (%),Weighted average,38.8128,
IRENA,Wind,Onshore wind,,,Republic of Korea,2010-2015,2010,Capacity factor (%),Weighted average,26.09603922,
IRENA,Wind,Onshore wind,,,Republic of Korea,2010-2015,2011,Capacity factor (%),Weighted average,26.5,
IRENA,Wind,Onshore wind,,,Republic of Korea,2010-2015,2012,Capacity factor (%),Weighted average,24.62326355,
IRENA,Wind,Onshore wind,,,Republic of Korea,2010-2015,2015,Capacity factor (%),Weighted average,24.34439615,
IRENA,Wind,Onshore wind,,,Republic of Korea,2016-2023,2016,Capacity factor (%),Weighted average,33.6319,
IRENA,Wind,Onshore wind,,,Republic of Korea,2016-2023,2017,Capacity factor (%),Weighted average,33.6319,
IRENA,Wind,Onshore wind,,,Republic of Korea,2016-2023,2018,Capacity factor (%),Weighted average,40,
IRENA,Wind,Onshore wind,,,Republic of Korea,2016-2023,2019,Capacity factor (%),Weighted average,36.7752809,
IRENA,Wind,Onshore wind,,,Republic of Korea,2016-2023,2021,Capacity factor (%),Weighted average,37,
IRENA,Wind,Onshore wind,,,Republic of Korea,2016-2023,2022,Capacity factor (%),Weighted average,29.70138445,
IRENA,Wind,Onshore wind,,,Republic of Korea,2016-2023,2023,Capacity factor (%),Weighted average,33,
IRENA,Wind,Onshore wind,,,Russian Federation,2010-2015,2015,Capacity factor (%),Weighted average,33.28231111,
IRENA,Wind,Onshore wind,,,Russian Federation,2016-2023,2018,Capacity factor (%),Weighted average,45,
IRENA,Wind,Onshore wind,,,Russian Federation,2016-2023,2019,Capacity factor (%),Weighted average,36.14217372,
IRENA,Wind,Onshore wind,,,Russian Federation,2016-2023,2020,Capacity factor (%),Weighted average,36.26479552,
IRENA,Wind,Onshore wind,,,Russian Federation,2016-2023,2021,Capacity factor (%),Weighted average,36.8567337,
IRENA,Wind,Onshore wind,,,Russian Federation,2016-2023,2022,Capacity factor (%),Weighted average,40.78934728,
IRENA,Wind,Onshore wind,,,Russian Federation,2016-2023,2023,Capacity factor (%),Weighted average,32.01556663,
IRENA,Wind,Onshore wind,,,South Africa,2010-2015,2013,Capacity factor (%),Weighted average,27.08225806,
IRENA,Wind,Onshore wind,,,South Africa,2010-2015,2014,Capacity factor (%),Weighted average,29.78723787,
IRENA,Wind,Onshore wind,,,South Africa,2010-2015,2015,Capacity factor (%),Weighted average,32.40918698,
IRENA,Wind,Onshore wind,,,South Africa,2016-2023,2016,Capacity factor (%),Weighted average,33.36533301,
IRENA,Wind,Onshore wind,,,South Africa,2016-2023,2017,Capacity factor (%),Weighted average,40.4548385,
IRENA,Wind,Onshore wind,,,South Africa,2016-2023,2019,Capacity factor (%),Weighted average,40.93085106,
IRENA,Wind,Onshore wind,,,South Africa,2016-2023,2020,Capacity factor (%),Weighted average,40.78941514,
IRENA,Wind,Onshore wind,,,South Africa,2016-2023,2021,Capacity factor (%),Weighted average,43.97034092,
IRENA,Wind,Onshore wind,,,South Africa,2016-2023,2022,Capacity factor (%),Weighted average,46.51632342,
IRENA,Wind,Onshore wind,,,South Africa,2016-2023,2023,Capacity factor (%),Weighted average,47,
IRENA,Wind,Onshore wind,,,Ukraine,2010-2015,2013,Capacity factor (%),Weighted average,27,
IRENA,Wind,Onshore wind,,,Ukraine,2010-2015,2014,Capacity factor (%),Weighted average,27,
IRENA,Wind,Onshore wind,,,Ukraine,2016-2023,2017,Capacity factor (%),Weighted average,30.8826,
IRENA,Wind,Onshore wind,,,Ukraine,2016-2023,2019,Capacity factor (%),Weighted average,40.43580513,
IRENA,Wind,Onshore wind,,,Ukraine,2016-2023,2020,Capacity factor (%),Weighted average,42.08859244,
IRENA,Wind,Onshore wind,,,Ukraine,2016-2023,2021,Capacity factor (%),Weighted average,39.75785915,
IRENA,Wind,Onshore wind,,,Ukraine,2016-2023,2023,Capacity factor (%),Weighted average,39.60006298,
IRENA,Wind,Onshore wind,,,Uruguay,2010-2015,2011,Capacity factor (%),Weighted average,42,
IRENA,Wind,Onshore wind,,,Uruguay,2010-2015,2012,Capacity factor (%),Weighted average,44.52,
IRENA,Wind,Onshore wind,,,Uruguay,2010-2015,2013,Capacity factor (%),Weighted average,44.83,
IRENA,Wind,Onshore wind,,,Uruguay,2010-2015,2014,Capacity factor (%),Weighted average,40.88162553,
IRENA,Wind,Onshore wind,,,Uruguay,2010-2015,2015,Capacity factor (%),Weighted average,42.7565146,
IRENA,Wind,Onshore wind,,,Uruguay,2016-2023,2017,Capacity factor (%),Weighted average,48.31363665,
IRENA,Wind,Onshore wind,,,Viet Nam,2010-2015,2011,Capacity factor (%),Weighted average,32,
IRENA,Wind,Onshore wind,,,Viet Nam,2010-2015,2012,Capacity factor (%),Weighted average,38.32488783,
IRENA,Wind,Onshore wind,,,Viet Nam,2010-2015,2013,Capacity factor (%),Weighted average,34.76209304,
IRENA,Wind,Onshore wind,,,Viet Nam,2010-2015,2015,Capacity factor (%),Weighted average,32,
IRENA,Wind,Onshore wind,,,Viet Nam,2016-2023,2016,Capacity factor (%),Weighted average,37.50686567,
IRENA,Wind,Onshore wind,,,Viet Nam,2016-2023,2017,Capacity factor (%),Weighted average,40.10376075,
IRENA,Wind,Onshore wind,,,Viet Nam,2016-2023,2019,Capacity factor (%),Weighted average,33.80752916,
IRENA,Wind,Onshore wind,,,Viet Nam,2016-2023,2020,Capacity factor (%),Weighted average,42.74994212,
IRENA,Wind,Onshore wind,,,Viet Nam,2016-2023,2021,Capacity factor (%),Weighted average,33.97377662,
IRENA,Wind,Onshore wind,,,Viet Nam,2016-2023,2022,Capacity factor (%),Weighted average,36.06706371,
IRENA,Wind,Onshore wind,,,Viet Nam,2016-2023,2023,Capacity factor (%),Weighted average,38.37818671,
IRENA,Wind,Onshore wind,,,Brazil,1984-2009,2001,LCOE (USD/kWh),Weighted average,0.154082029,
IRENA,Wind,Onshore wind,,,Brazil,1984-2009,2002,LCOE (USD/kWh),Weighted average,0.130564681,
IRENA,Wind,Onshore wind,,,Brazil,1984-2009,2003,LCOE (USD/kWh),Weighted average,0.148378877,
IRENA,Wind,Onshore wind,,,Brazil,1984-2009,2005,LCOE (USD/kWh),Weighted average,0.139232978,
IRENA,Wind,Onshore wind,,,Brazil,1984-2009,2006,LCOE (USD/kWh),Weighted average,0.100484025,
IRENA,Wind,Onshore wind,,,Brazil,1984-2009,2007,LCOE (USD/kWh),Weighted average,0.106062787,
IRENA,Wind,Onshore wind,,,Brazil,1984-2009,2008,LCOE (USD/kWh),Weighted average,0.085821106,
IRENA,Wind,Onshore wind,,,Brazil,1984-2009,2009,LCOE (USD/kWh),Weighted average,0.123373474,
IRENA,Wind,Onshore wind,,,Brazil,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.119881496,
IRENA,Wind,Onshore wind,,,Brazil,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.096760475,
IRENA,Wind,Onshore wind,,,Brazil,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.095335922,
IRENA,Wind,Onshore wind,,,Brazil,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.082519614,
IRENA,Wind,Onshore wind,,,Brazil,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.071796121,
IRENA,Wind,Onshore wind,,,Brazil,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.06012175,
IRENA,Wind,Onshore wind,,,Brazil,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.058254258,
IRENA,Wind,Onshore wind,,,Brazil,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.049190314,
IRENA,Wind,Onshore wind,,,Brazil,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.049496822,
IRENA,Wind,Onshore wind,,,Brazil,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.036891846,
IRENA,Wind,Onshore wind,,,Brazil,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.034825346,
IRENA,Wind,Onshore wind,,,Brazil,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.025414452,
IRENA,Wind,Onshore wind,,,Brazil,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.024128622,
IRENA,Wind,Onshore wind,,,Brazil,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.024517072,
IRENA,Wind,Onshore wind,,,Canada,1984-2009,1990,LCOE (USD/kWh),Weighted average,0.211582694,
IRENA,Wind,Onshore wind,,,Canada,1984-2009,1992,LCOE (USD/kWh),Weighted average,0.201223067,
IRENA,Wind,Onshore wind,,,Canada,1984-2009,1993,LCOE (USD/kWh),Weighted average,0.065094983,
IRENA,Wind,Onshore wind,,,Canada,1984-2009,1994,LCOE (USD/kWh),Weighted average,0.099860861,
IRENA,Wind,Onshore wind,,,Canada,1984-2009,1996,LCOE (USD/kWh),Weighted average,0.167936102,
IRENA,Wind,Onshore wind,,,Canada,1984-2009,1999,LCOE (USD/kWh),Weighted average,0.167527304,
IRENA,Wind,Onshore wind,,,Canada,1984-2009,2000,LCOE (USD/kWh),Weighted average,0.138798458,
IRENA,Wind,Onshore wind,,,Canada,1984-2009,2001,LCOE (USD/kWh),Weighted average,0.104695683,
IRENA,Wind,Onshore wind,,,Canada,1984-2009,2002,LCOE (USD/kWh),Weighted average,0.098926972,
IRENA,Wind,Onshore wind,,,Canada,1984-2009,2003,LCOE (USD/kWh),Weighted average,0.099891778,
IRENA,Wind,Onshore wind,,,Canada,1984-2009,2004,LCOE (USD/kWh),Weighted average,0.097916705,
IRENA,Wind,Onshore wind,,,Canada,1984-2009,2005,LCOE (USD/kWh),Weighted average,0.086682538,
IRENA,Wind,Onshore wind,,,Canada,1984-2009,2006,LCOE (USD/kWh),Weighted average,0.095064368,
IRENA,Wind,Onshore wind,,,Canada,1984-2009,2007,LCOE (USD/kWh),Weighted average,0.106261402,
IRENA,Wind,Onshore wind,,,Canada,1984-2009,2008,LCOE (USD/kWh),Weighted average,0.108520417,
IRENA,Wind,Onshore wind,,,Canada,1984-2009,2009,LCOE (USD/kWh),Weighted average,0.107836352,
IRENA,Wind,Onshore wind,,,Canada,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.120905298,
IRENA,Wind,Onshore wind,,,Canada,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.106693567,
IRENA,Wind,Onshore wind,,,Canada,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.118333188,
IRENA,Wind,Onshore wind,,,Canada,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.108829378,
IRENA,Wind,Onshore wind,,,Canada,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.097295745,
IRENA,Wind,Onshore wind,,,Canada,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.087299715,
IRENA,Wind,Onshore wind,,,Canada,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.093398677,
IRENA,Wind,Onshore wind,,,Canada,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.074912591,
IRENA,Wind,Onshore wind,,,Canada,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.059128582,
IRENA,Wind,Onshore wind,,,Canada,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.061552563,
IRENA,Wind,Onshore wind,,,Canada,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.039067304,
IRENA,Wind,Onshore wind,,,Canada,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.03161378,
IRENA,Wind,Onshore wind,,,Canada,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.033047698,
IRENA,Wind,Onshore wind,,,Canada,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.036428198,
IRENA,Wind,Onshore wind,,,China,1984-2009,1996,LCOE (USD/kWh),Weighted average,0.198439152,
IRENA,Wind,Onshore wind,,,China,1984-2009,1997,LCOE (USD/kWh),Weighted average,0.198439152,
IRENA,Wind,Onshore wind,,,China,1984-2009,1998,LCOE (USD/kWh),Weighted average,0.182044559,
IRENA,Wind,Onshore wind,,,China,1984-2009,1999,LCOE (USD/kWh),Weighted average,0.177999252,
IRENA,Wind,Onshore wind,,,China,1984-2009,2000,LCOE (USD/kWh),Weighted average,0.162626654,
IRENA,Wind,Onshore wind,,,China,1984-2009,2001,LCOE (USD/kWh),Weighted average,0.135786104,
IRENA,Wind,Onshore wind,,,China,1984-2009,2002,LCOE (USD/kWh),Weighted average,0.152917702,
IRENA,Wind,Onshore wind,,,China,1984-2009,2003,LCOE (USD/kWh),Weighted average,0.107063213,
IRENA,Wind,Onshore wind,,,China,1984-2009,2004,LCOE (USD/kWh),Weighted average,0.113070014,
IRENA,Wind,Onshore wind,,,China,1984-2009,2005,LCOE (USD/kWh),Weighted average,0.110695824,
IRENA,Wind,Onshore wind,,,China,1984-2009,2006,LCOE (USD/kWh),Weighted average,0.105032911,
IRENA,Wind,Onshore wind,,,China,1984-2009,2007,LCOE (USD/kWh),Weighted average,0.091973398,
IRENA,Wind,Onshore wind,,,China,1984-2009,2008,LCOE (USD/kWh),Weighted average,0.09733014,
IRENA,Wind,Onshore wind,,,China,1984-2009,2009,LCOE (USD/kWh),Weighted average,0.09864473,
IRENA,Wind,Onshore wind,,,China,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.089843202,
IRENA,Wind,Onshore wind,,,China,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.084768899,
IRENA,Wind,Onshore wind,,,China,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.083292863,
IRENA,Wind,Onshore wind,,,China,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.077850115,
IRENA,Wind,Onshore wind,,,China,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.073466311,
IRENA,Wind,Onshore wind,,,China,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.068152785,
IRENA,Wind,Onshore wind,,,China,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.06296075,
IRENA,Wind,Onshore wind,,,China,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.049538113,
IRENA,Wind,Onshore wind,,,China,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.051917423,
IRENA,Wind,Onshore wind,,,China,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.040322375,
IRENA,Wind,Onshore wind,,,China,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.037110081,
IRENA,Wind,Onshore wind,,,China,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.029920663,
IRENA,Wind,Onshore wind,,,China,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.027677663,
IRENA,Wind,Onshore wind,,,China,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.025972362,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,1984,LCOE (USD/kWh),Weighted average,0.259112418,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,1985,LCOE (USD/kWh),Weighted average,0.242906059,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,1986,LCOE (USD/kWh),Weighted average,0.235282044,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,1987,LCOE (USD/kWh),Weighted average,0.224326625,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,1988,LCOE (USD/kWh),Weighted average,0.23478027,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,1989,LCOE (USD/kWh),Weighted average,0.213908407,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,1990,LCOE (USD/kWh),Weighted average,0.214918052,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,1991,LCOE (USD/kWh),Weighted average,0.203353706,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,1992,LCOE (USD/kWh),Weighted average,0.199583793,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,1993,LCOE (USD/kWh),Weighted average,0.200401237,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,1995,LCOE (USD/kWh),Weighted average,0.166428344,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,1996,LCOE (USD/kWh),Weighted average,0.162064425,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,1997,LCOE (USD/kWh),Weighted average,0.166408166,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,1998,LCOE (USD/kWh),Weighted average,0.169796898,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,1999,LCOE (USD/kWh),Weighted average,0.166531022,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,2000,LCOE (USD/kWh),Weighted average,0.181112895,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,2001,LCOE (USD/kWh),Weighted average,0.174504619,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,2002,LCOE (USD/kWh),Weighted average,0.12778347,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,2003,LCOE (USD/kWh),Weighted average,0.1025468,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,2004,LCOE (USD/kWh),Weighted average,0.091271338,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,2005,LCOE (USD/kWh),Weighted average,0.107251401,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,2006,LCOE (USD/kWh),Weighted average,0.133168747,
IRENA,Wind,Onshore wind,,,Denmark,1984-2009,2008,LCOE (USD/kWh),Weighted average,0.128861725,
IRENA,Wind,Onshore wind,,,Denmark,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.130006092,
IRENA,Wind,Onshore wind,,,Denmark,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.126972685,
IRENA,Wind,Onshore wind,,,Denmark,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.098470275,
IRENA,Wind,Onshore wind,,,Denmark,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.096297465,
IRENA,Wind,Onshore wind,,,Denmark,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.068130342,
IRENA,Wind,Onshore wind,,,Denmark,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.059796988,
IRENA,Wind,Onshore wind,,,Denmark,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.049367574,
IRENA,Wind,Onshore wind,,,Denmark,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.047097603,
IRENA,Wind,Onshore wind,,,Denmark,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.048477391,
IRENA,Wind,Onshore wind,,,Denmark,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.042880037,
IRENA,Wind,Onshore wind,,,France,1984-2009,1991,LCOE (USD/kWh),Weighted average,0.221199346,
IRENA,Wind,Onshore wind,,,France,1984-2009,1993,LCOE (USD/kWh),Weighted average,0.234726149,
IRENA,Wind,Onshore wind,,,France,1984-2009,1996,LCOE (USD/kWh),Weighted average,0.214827506,
IRENA,Wind,Onshore wind,,,France,1984-2009,1997,LCOE (USD/kWh),Weighted average,0.199886733,
IRENA,Wind,Onshore wind,,,France,1984-2009,1998,LCOE (USD/kWh),Weighted average,0.197806764,
IRENA,Wind,Onshore wind,,,France,1984-2009,1999,LCOE (USD/kWh),Weighted average,0.189361546,
IRENA,Wind,Onshore wind,,,France,1984-2009,2000,LCOE (USD/kWh),Weighted average,0.150131861,
IRENA,Wind,Onshore wind,,,France,1984-2009,2001,LCOE (USD/kWh),Weighted average,0.152744406,
IRENA,Wind,Onshore wind,,,France,1984-2009,2002,LCOE (USD/kWh),Weighted average,0.157665307,
IRENA,Wind,Onshore wind,,,France,1984-2009,2003,LCOE (USD/kWh),Weighted average,0.122058859,
IRENA,Wind,Onshore wind,,,France,1984-2009,2004,LCOE (USD/kWh),Weighted average,0.1375233,
IRENA,Wind,Onshore wind,,,France,1984-2009,2005,LCOE (USD/kWh),Weighted average,0.135697091,
IRENA,Wind,Onshore wind,,,France,1984-2009,2006,LCOE (USD/kWh),Weighted average,0.136808825,
IRENA,Wind,Onshore wind,,,France,1984-2009,2007,LCOE (USD/kWh),Weighted average,0.128554292,
IRENA,Wind,Onshore wind,,,France,1984-2009,2008,LCOE (USD/kWh),Weighted average,0.173141517,
IRENA,Wind,Onshore wind,,,France,1984-2009,2009,LCOE (USD/kWh),Weighted average,0.142737811,
IRENA,Wind,Onshore wind,,,France,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.145575996,
IRENA,Wind,Onshore wind,,,France,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.128211567,
IRENA,Wind,Onshore wind,,,France,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.114003067,
IRENA,Wind,Onshore wind,,,France,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.103278342,
IRENA,Wind,Onshore wind,,,France,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.094406176,
IRENA,Wind,Onshore wind,,,France,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.088253515,
IRENA,Wind,Onshore wind,,,France,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.080847957,
IRENA,Wind,Onshore wind,,,France,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.088709313,
IRENA,Wind,Onshore wind,,,France,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.068972599,
IRENA,Wind,Onshore wind,,,France,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.056424652,
IRENA,Wind,Onshore wind,,,France,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.04961903,
IRENA,Wind,Onshore wind,,,France,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.048487154,
IRENA,Wind,Onshore wind,,,France,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.051248059,
IRENA,Wind,Onshore wind,,,France,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.048364606,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,1984,LCOE (USD/kWh),Weighted average,0.274918177,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,1990,LCOE (USD/kWh),Weighted average,0.238974451,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,1991,LCOE (USD/kWh),Weighted average,0.226223407,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,1992,LCOE (USD/kWh),Weighted average,0.245701294,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,1993,LCOE (USD/kWh),Weighted average,0.240441018,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,1994,LCOE (USD/kWh),Weighted average,0.181353144,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,1995,LCOE (USD/kWh),Weighted average,0.22207743,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,1996,LCOE (USD/kWh),Weighted average,0.20391651,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,1997,LCOE (USD/kWh),Weighted average,0.20255385,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,1998,LCOE (USD/kWh),Weighted average,0.18881098,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,1999,LCOE (USD/kWh),Weighted average,0.201035582,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,2000,LCOE (USD/kWh),Weighted average,0.198101595,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,2001,LCOE (USD/kWh),Weighted average,0.206758936,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,2002,LCOE (USD/kWh),Weighted average,0.16471961,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,2003,LCOE (USD/kWh),Weighted average,0.150446912,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,2004,LCOE (USD/kWh),Weighted average,0.150576442,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,2005,LCOE (USD/kWh),Weighted average,0.155828082,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,2006,LCOE (USD/kWh),Weighted average,0.160266932,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,2007,LCOE (USD/kWh),Weighted average,0.147321219,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,2008,LCOE (USD/kWh),Weighted average,0.177065188,
IRENA,Wind,Onshore wind,,,Germany,1984-2009,2009,LCOE (USD/kWh),Weighted average,0.163674523,
IRENA,Wind,Onshore wind,,,Germany,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.153294261,
IRENA,Wind,Onshore wind,,,Germany,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.146428897,
IRENA,Wind,Onshore wind,,,Germany,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.130293699,
IRENA,Wind,Onshore wind,,,Germany,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.121613678,
IRENA,Wind,Onshore wind,,,Germany,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.10831947,
IRENA,Wind,Onshore wind,,,Germany,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.097220851,
IRENA,Wind,Onshore wind,,,Germany,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.087551475,
IRENA,Wind,Onshore wind,,,Germany,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.084663078,
IRENA,Wind,Onshore wind,,,Germany,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.070980552,
IRENA,Wind,Onshore wind,,,Germany,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.058368925,
