source,group_technology,technology,project_type,region,country,period,year,metric_type,value_category,country_value,regional_value
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2010-2015,2012,Total installed cost (USD/kW),Weighted average,2664.095947,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2010-2015,2013,Total installed cost (USD/kW),Weighted average,3097.078017,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2010-2015,2014,Total installed cost (USD/kW),Weighted average,2572.00561,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2010-2015,2015,Total installed cost (USD/kW),Weighted average,2432.583725,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2016-2023,2016,Total installed cost (USD/kW),Weighted average,2400.59625,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2016-2023,2017,Total installed cost (USD/kW),Weighted average,1839.15984,
IRENA,Solar,Solar PV,Utility-scale,,Spain,2010-2015,2010,Total installed cost (USD/kW),Weighted average,5434.086302,
IRENA,Solar,Solar PV,Utility-scale,,Spain,2010-2015,2011,Total installed cost (USD/kW),Weighted average,3795.9651,
IRENA,Solar,Solar PV,Utility-scale,,Spain,2010-2015,2012,Total installed cost (USD/kW),Weighted average,3126.774184,
IRENA,Solar,Solar PV,Utility-scale,,Spain,2010-2015,2013,Total installed cost (USD/kW),Weighted average,2686.67739,
IRENA,Solar,Solar PV,Utility-scale,,Spain,2010-2015,2014,Total installed cost (USD/kW),Weighted average,2693.934434,
IRENA,Solar,Solar PV,Utility-scale,,Spain,2010-2015,2015,Total installed cost (USD/kW),Weighted average,1389.607195,
IRENA,Solar,Solar PV,Utility-scale,,Spain,2016-2023,2019,Total installed cost (USD/kW),Weighted average,891.3406058,
IRENA,Solar,Solar PV,Utility-scale,,Spain,2016-2023,2020,Total installed cost (USD/kW),Weighted average,876.1537113,
IRENA,Solar,Solar PV,Utility-scale,,Spain,2016-2023,2021,Total installed cost (USD/kW),Weighted average,905.1081242,
IRENA,Solar,Solar PV,Utility-scale,,Spain,2016-2023,2022,Total installed cost (USD/kW),Weighted average,806.9503852,
IRENA,Solar,Solar PV,Utility-scale,,Spain,2016-2023,2023,Total installed cost (USD/kW),Weighted average,670.7671732,
IRENA,Solar,Solar PV,Utility-scale,,Turkey,2016-2023,2016,Total installed cost (USD/kW),Weighted average,1822.009754,
IRENA,Solar,Solar PV,Utility-scale,,Turkey,2016-2023,2017,Total installed cost (USD/kW),Weighted average,1461.393501,
IRENA,Solar,Solar PV,Utility-scale,,Turkey,2016-2023,2018,Total installed cost (USD/kW),Weighted average,1402.440363,
IRENA,Solar,Solar PV,Utility-scale,,Turkey,2016-2023,2019,Total installed cost (USD/kW),Weighted average,1071.354369,
IRENA,Solar,Solar PV,Utility-scale,,Turkey,2016-2023,2020,Total installed cost (USD/kW),Weighted average,950.2603982,
IRENA,Solar,Solar PV,Utility-scale,,Turkey,2016-2023,2021,Total installed cost (USD/kW),Weighted average,898.6132298,
IRENA,Solar,Solar PV,Utility-scale,,Turkey,2016-2023,2022,Total installed cost (USD/kW),Weighted average,715.3902911,
IRENA,Solar,Solar PV,Utility-scale,,Turkey,2016-2023,2023,Total installed cost (USD/kW),Weighted average,715.36,
IRENA,Solar,Solar PV,Utility-scale,,United Kingdom,2010-2015,2010,Total installed cost (USD/kW),Weighted average,6877.537719,
IRENA,Solar,Solar PV,Utility-scale,,United Kingdom,2010-2015,2011,Total installed cost (USD/kW),Weighted average,5466.464328,
IRENA,Solar,Solar PV,Utility-scale,,United Kingdom,2010-2015,2012,Total installed cost (USD/kW),Weighted average,3234.405107,
IRENA,Solar,Solar PV,Utility-scale,,United Kingdom,2010-2015,2013,Total installed cost (USD/kW),Weighted average,2681.944058,
IRENA,Solar,Solar PV,Utility-scale,,United Kingdom,2010-2015,2014,Total installed cost (USD/kW),Weighted average,2260.177841,
IRENA,Solar,Solar PV,Utility-scale,,United Kingdom,2010-2015,2015,Total installed cost (USD/kW),Weighted average,1778.447924,
IRENA,Solar,Solar PV,Utility-scale,,United Kingdom,2016-2023,2016,Total installed cost (USD/kW),Weighted average,1703.547379,
IRENA,Solar,Solar PV,Utility-scale,,United Kingdom,2016-2023,2017,Total installed cost (USD/kW),Weighted average,1473.566005,
IRENA,Solar,Solar PV,Utility-scale,,United States,2010-2015,2010,Total installed cost (USD/kW),Weighted average,5331.12518,
IRENA,Solar,Solar PV,Utility-scale,,United States,2010-2015,2011,Total installed cost (USD/kW),Weighted average,5223.879553,
IRENA,Solar,Solar PV,Utility-scale,,United States,2010-2015,2012,Total installed cost (USD/kW),Weighted average,5137.24693,
IRENA,Solar,Solar PV,Utility-scale,,United States,2010-2015,2013,Total installed cost (USD/kW),Weighted average,4553.222899,
IRENA,Solar,Solar PV,Utility-scale,,United States,2010-2015,2014,Total installed cost (USD/kW),Weighted average,3356.254759,
IRENA,Solar,Solar PV,Utility-scale,,United States,2010-2015,2015,Total installed cost (USD/kW),Weighted average,2990.717565,
IRENA,Solar,Solar PV,Utility-scale,,United States,2016-2023,2016,Total installed cost (USD/kW),Weighted average,2583.395518,
IRENA,Solar,Solar PV,Utility-scale,,United States,2016-2023,2017,Total installed cost (USD/kW),Weighted average,2178.353143,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.468477007,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.475681202,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.287643313,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.164780856,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.135563083,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.116515248,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.089417673,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.097899057,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.080330507,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.076628966,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.057686468,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.045411124,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.041365471,
IRENA,Solar,Solar PV,Utility-scale,,Australia,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.037894744,
IRENA,Solar,Solar PV,Utility-scale,,Chile,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.206866256,
IRENA,Solar,Solar PV,Utility-scale,,Chile,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.153504885,
IRENA,Solar,Solar PV,Utility-scale,,Chile,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.151015042,
IRENA,Solar,Solar PV,Utility-scale,,Chile,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.104581485,
IRENA,Solar,Solar PV,Utility-scale,,Chile,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.096088436,
IRENA,Solar,Solar PV,Utility-scale,,Chile,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.0924281,
IRENA,Solar,Solar PV,Utility-scale,,Chile,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.12254484,
IRENA,Solar,Solar PV,Utility-scale,,Chile,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.097702241,
IRENA,Solar,Solar PV,Utility-scale,,Chile,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.066060453,
IRENA,Solar,Solar PV,Utility-scale,,Chile,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.047098353,
IRENA,Solar,Solar PV,Utility-scale,,Chile,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.043029886,
IRENA,Solar,Solar PV,Utility-scale,,Chile,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.040921462,
IRENA,Solar,Solar PV,Utility-scale,,China,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.339731085,
IRENA,Solar,Solar PV,Utility-scale,,China,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.296856715,
IRENA,Solar,Solar PV,Utility-scale,,China,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.217687909,
IRENA,Solar,Solar PV,Utility-scale,,China,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.170652777,
IRENA,Solar,Solar PV,Utility-scale,,China,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.127380738,
IRENA,Solar,Solar PV,Utility-scale,,China,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.094657051,
IRENA,Solar,Solar PV,Utility-scale,,China,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.081998339,
IRENA,Solar,Solar PV,Utility-scale,,China,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.071670827,
IRENA,Solar,Solar PV,Utility-scale,,China,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.054730901,
IRENA,Solar,Solar PV,Utility-scale,,China,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.050607853,
IRENA,Solar,Solar PV,Utility-scale,,China,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.043007274,
IRENA,Solar,Solar PV,Utility-scale,,China,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.036775313,
IRENA,Solar,Solar PV,Utility-scale,,China,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.037934182,
IRENA,Solar,Solar PV,Utility-scale,,China,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.035646899,
IRENA,Solar,Solar PV,Utility-scale,,France,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.437402765,
IRENA,Solar,Solar PV,Utility-scale,,France,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.444171677,
IRENA,Solar,Solar PV,Utility-scale,,France,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.451015123,
IRENA,Solar,Solar PV,Utility-scale,,France,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.267127456,
IRENA,Solar,Solar PV,Utility-scale,,France,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.177520108,
IRENA,Solar,Solar PV,Utility-scale,,France,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.124211596,
IRENA,Solar,Solar PV,Utility-scale,,France,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.097582666,
IRENA,Solar,Solar PV,Utility-scale,,France,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.087294361,
IRENA,Solar,Solar PV,Utility-scale,,France,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.073557205,
IRENA,Solar,Solar PV,Utility-scale,,France,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.067425933,
IRENA,Solar,Solar PV,Utility-scale,,France,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.059671697,
IRENA,Solar,Solar PV,Utility-scale,,France,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.052645672,
IRENA,Solar,Solar PV,Utility-scale,,France,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.063163483,
IRENA,Solar,Solar PV,Utility-scale,,France,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.056981575,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.414718343,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.350135995,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.281743606,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.222429262,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.163583304,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.129969602,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.113711647,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.103488604,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.099056563,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.081420488,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.069609155,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.063711615,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.081316685,
IRENA,Solar,Solar PV,Utility-scale,,Germany,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.06261388,
IRENA,Solar,Solar PV,Utility-scale,,India,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.38919758,
IRENA,Solar,Solar PV,Utility-scale,,India,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.247008334,
IRENA,Solar,Solar PV,Utility-scale,,India,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.210091578,
IRENA,Solar,Solar PV,Utility-scale,,India,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.209639936,
IRENA,Solar,Solar PV,Utility-scale,,India,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.136484591,
IRENA,Solar,Solar PV,Utility-scale,,India,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.089218286,
IRENA,Solar,Solar PV,Utility-scale,,India,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.08403196,
IRENA,Solar,Solar PV,Utility-scale,,India,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.076658045,
IRENA,Solar,Solar PV,Utility-scale,,India,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.055539321,
IRENA,Solar,Solar PV,Utility-scale,,India,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.043879042,
IRENA,Solar,Solar PV,Utility-scale,,India,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.041579366,
IRENA,Solar,Solar PV,Utility-scale,,India,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.03758043,
IRENA,Solar,Solar PV,Utility-scale,,India,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.038260798,
IRENA,Solar,Solar PV,Utility-scale,,India,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.04806199,
IRENA,Solar,Solar PV,Utility-scale,,Italy,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.463012865,
IRENA,Solar,Solar PV,Utility-scale,,Italy,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.435542114,
IRENA,Solar,Solar PV,Utility-scale,,Italy,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.2209987,
IRENA,Solar,Solar PV,Utility-scale,,Italy,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.194882427,
IRENA,Solar,Solar PV,Utility-scale,,Italy,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.160362878,
IRENA,Solar,Solar PV,Utility-scale,,Italy,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.078463115,
IRENA,Solar,Solar PV,Utility-scale,,Italy,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.068605079,
IRENA,Solar,Solar PV,Utility-scale,,Italy,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.063312671,
IRENA,Solar,Solar PV,Utility-scale,,Italy,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.059571592,
IRENA,Solar,Solar PV,Utility-scale,,Italy,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.054224726,
IRENA,Solar,Solar PV,Utility-scale,,Italy,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.06259512,
IRENA,Solar,Solar PV,Utility-scale,,Italy,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.061342519,
IRENA,Solar,Solar PV,Utility-scale,,Japan,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.484102088,
IRENA,Solar,Solar PV,Utility-scale,,Japan,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.345460534,
IRENA,Solar,Solar PV,Utility-scale,,Japan,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.286125038,
IRENA,Solar,Solar PV,Utility-scale,,Japan,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.253155887,
IRENA,Solar,Solar PV,Utility-scale,,Japan,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.180506592,
IRENA,Solar,Solar PV,Utility-scale,,Japan,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.181407644,
IRENA,Solar,Solar PV,Utility-scale,,Japan,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.142995629,
IRENA,Solar,Solar PV,Utility-scale,,Japan,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.132098234,
IRENA,Solar,Solar PV,Utility-scale,,Japan,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.1212455,
IRENA,Solar,Solar PV,Utility-scale,,Japan,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.112896579,
IRENA,Solar,Solar PV,Utility-scale,,Japan,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.093424175,
IRENA,Solar,Solar PV,Utility-scale,,Japan,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.09781852,
IRENA,Solar,Solar PV,Utility-scale,,Japan,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.110136374,
IRENA,Solar,Solar PV,Utility-scale,,Mexico,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.31439792,
IRENA,Solar,Solar PV,Utility-scale,,Mexico,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.202605509,
IRENA,Solar,Solar PV,Utility-scale,,Mexico,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.144386682,
IRENA,Solar,Solar PV,Utility-scale,,Mexico,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.089476167,
IRENA,Solar,Solar PV,Utility-scale,,Mexico,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.167986124,
IRENA,Solar,Solar PV,Utility-scale,,Mexico,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.152085132,
IRENA,Solar,Solar PV,Utility-scale,,Mexico,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.088843292,
IRENA,Solar,Solar PV,Utility-scale,,Mexico,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.0799686,
IRENA,Solar,Solar PV,Utility-scale,,Mexico,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.059147108,
IRENA,Solar,Solar PV,Utility-scale,,Mexico,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.053399629,
IRENA,Solar,Solar PV,Utility-scale,,Mexico,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.067656551,
IRENA,Solar,Solar PV,Utility-scale,,Mexico,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.069510979,
IRENA,Solar,Solar PV,Utility-scale,,Netherlands,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.129098863,
IRENA,Solar,Solar PV,Utility-scale,,Netherlands,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.144004034,
IRENA,Solar,Solar PV,Utility-scale,,Netherlands,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.109171597,
IRENA,Solar,Solar PV,Utility-scale,,Netherlands,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.104005914,
IRENA,Solar,Solar PV,Utility-scale,,Netherlands,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.100649883,
IRENA,Solar,Solar PV,Utility-scale,,Netherlands,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.083571186,
IRENA,Solar,Solar PV,Utility-scale,,Netherlands,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.091195841,
IRENA,Solar,Solar PV,Utility-scale,,Netherlands,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.069873149,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.498612306,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.521158996,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.208966593,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.247083175,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.189976678,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.174375684,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2016-2023,2016,LCOE (USD/kWh),Weighted average,0.166927688,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2016-2023,2017,LCOE (USD/kWh),Weighted average,0.112093138,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2016-2023,2018,LCOE (USD/kWh),Weighted average,0.092146542,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2016-2023,2019,LCOE (USD/kWh),Weighted average,0.084524123,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2016-2023,2020,LCOE (USD/kWh),Weighted average,0.064165435,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2016-2023,2021,LCOE (USD/kWh),Weighted average,0.059902021,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2016-2023,2022,LCOE (USD/kWh),Weighted average,0.075350048,
IRENA,Solar,Solar PV,Utility-scale,,Republic of Korea,2016-2023,2023,LCOE (USD/kWh),Weighted average,0.073734302,
IRENA,Solar,Solar PV,Utility-scale,,Spain,2010-2015,2010,LCOE (USD/kWh),Weighted average,0.359614791,
IRENA,Solar,Solar PV,Utility-scale,,Spain,2010-2015,2011,LCOE (USD/kWh),Weighted average,0.249878178,
IRENA,Solar,Solar PV,Utility-scale,,Spain,2010-2015,2012,LCOE (USD/kWh),Weighted average,0.2011372,
IRENA,Solar,Solar PV,Utility-scale,,Spain,2010-2015,2013,LCOE (USD/kWh),Weighted average,0.153462535,
IRENA,Solar,Solar PV,Utility-scale,,Spain,2010-2015,2014,LCOE (USD/kWh),Weighted average,0.147383024,
IRENA,Solar,Solar PV,Utility-scale,,Spain,2010-2015,2015,LCOE (USD/kWh),Weighted average,0.085579515,
